,Contract Name,Strike,Last Price,Bid,Ask,Volume,Sign
0,SHEL240126P00058000,58.0,0.2,0.0,1.35,1,0.011638
1,SHEL240126P00059000,59.0,0.01,0.0,0.5,1,0.004237
2,SHEL240126P00060000,60.0,0.02,0.0,0.05,25,0.000417
3,SHEL240126P00061000,61.0,0.03,0.0,0.75,44,0.006148
4,SHEL240126P00062000,62.0,0.17,0.0,0.05,44,0.000403
5,SHEL240126P00063000,63.0,0.18,0.15,0.2,2,0.002778
6,SHEL240126P00064000,64.0,2.48,1.05,1.2,1,0.017578
7,SHEL240126P00065000,65.0,3.7,2.05,2.15,35,0.032308
8,SHEL240126P00066000,66.0,4.5,3.0,3.2,7,0.046970
9,SHEL240126P00067000,67.0,5.5,4.0,4.2,102,0.061194
