,Contract Name,Strike,Last Price,Bid,Ask,Volume,Sign
0,SHEL240126P00058000,58.0,0.2,0.0,1.35,1,0.01163793103448276
1,SHEL240126P00059000,59.0,0.01,0.0,0.5,1,0.00423728813559322
2,SHEL240126P00060000,60.0,0.02,0.0,0.05,25,0.0004166666666666667
3,SHEL240126P00061000,61.0,0.03,0.0,0.75,44,0.006147540983606557
4,SHEL240126P00062000,62.0,0.17,0.0,0.05,44,0.0004032258064516129
5,SHEL240126P00063000,63.0,0.4,0.2,0.3,1,0.003968253968253968
6,SHEL240126P00064000,64.0,2.48,1.2,1.35,1,0.019921875
7,SHEL240126P00065000,65.0,3.7,2.2,2.35,35,0.035
8,SHEL240126P00066000,66.0,4.5,3.2,3.4,7,0.049999999999999996
9,SHEL240126P00067000,67.0,5.5,4.1,4.4,102,0.06343283582089553
